family_id,family_key,row_count,selector_sample,min_bucket_size,max_bucket_size,sharpness_counts,blocker_counts,unique_role_token_count,unique_tuple_token_count,sample_source_path_count,sample_role_tokens,sample_tuple_tokens,sample_source_paths,promoted_to_family_candidate,family_status
F0049,roles=10_11 10_14 12_11 :: tuples=tuple_edge_2584 tuple_edge_2587 tuple_edge_2844,3,B=12 AND C=11 AND E=14 | B=12 AND D=10 AND E=14 | B=12 AND E=14,2,2,"{""razor_small"": 3}","{""blocked_as_razor_small_until_proven"": 3}",3,3,8,10_11 10_14 12_11,tuple_edge_2584 tuple_edge_2587 tuple_edge_2844,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false,repeated_construction_memory_no_law
F0050,roles=14_10 :: tuples=tuple_edge_2587,3,A=9 AND D=14 AND E=10 | A=9 AND E=10 | D=14 AND E=10,2,4,"{""razor_small"": 2, ""small_bucket"": 1}","{""blocked_as_razor_small_until_proven"": 2, ""blocked_by_null_or_marginal_stress"": 1}",1,1,8,14_10,tuple_edge_2587,labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_closest_candidates.v1.csv,false,repeated_construction_memory_no_law
F0051,roles=03_04 03_09 :: tuples=none,2,A=10 AND D=3 | D=3,2,6,"{""medium_bucket"": 1, ""razor_small"": 1}","{""blocked_as_razor_small_until_proven"": 1, ""blocked_by_null_or_marginal_stress"": 1}",2,0,8,03_04 03_09,,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv,false,repeated_construction_memory_no_law
F0052,roles=03_04 04_05 10_05 :: tuples=tuple_edge_1041 tuple_edge_1202 tuple_edge_609,2,A=3 AND B=4 AND D=10 | A=3 AND C=5 AND D=10,3,3,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",3,3,8,03_04 04_05 10_05,tuple_edge_1041 tuple_edge_1202 tuple_edge_609,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_overlap_candidate_inspection_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv,false,repeated_construction_memory_no_law
F0053,roles=03_08 09_03 14_08 :: tuples=tuple_edge_2039 tuple_edge_611 tuple_edge_766,2,A=9 AND B=3 AND D=14 | A=9 AND C=8 AND D=14,3,3,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",3,3,8,03_08 09_03 14_08,tuple_edge_2039 tuple_edge_611 tuple_edge_766,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_carrier_incidence_packet_scout_002_edges.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_conserved_packet_scout_001_edges.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_one_step_information_transport_support_audit_006_history.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_packet_successor_rule_scout_003_rule_rows.v1.csv,false,repeated_construction_memory_no_law
F0054,roles=03_09 09_11 10_11 :: tuples=tuple_edge_2424 tuple_edge_2584 tuple_edge_611,2,A=3 AND B=9 AND D=10 | A=3 AND C=11 AND D=10,3,3,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",3,3,8,03_09 09_11 10_11,tuple_edge_2424 tuple_edge_2584 tuple_edge_611,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0055,roles=03_09 09_11 :: tuples=tuple_edge_2424 tuple_edge_611,2,A=3 AND B=9 AND C=11 | A=3 AND C=11,4,4,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",2,2,8,03_09 09_11,tuple_edge_2424 tuple_edge_611,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0056,roles=03_09 09_12 13_12 :: tuples=tuple_edge_2425 tuple_edge_3070 tuple_edge_611,2,A=3 AND B=9 AND C=12 | A=3 AND C=12,3,3,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",3,3,8,03_09 09_12 13_12,tuple_edge_2425 tuple_edge_3070 tuple_edge_611,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0057,roles=03_09 :: tuples=tuple_edge_611,2,A=3 AND B=9 AND E=14 | A=3 AND B=9,2,7,"{""medium_bucket"": 1, ""razor_small"": 1}","{""blocked_as_razor_small_until_proven"": 1, ""blocked_by_null_or_marginal_stress"": 1}",1,1,8,03_09,tuple_edge_611,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0058,roles=04_05 09_04 14_05 :: tuples=tuple_edge_1041 tuple_edge_1203 tuple_edge_920,2,A=9 AND B=4 AND D=14 | A=9 AND C=5 AND D=14,3,3,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",3,3,8,04_05 09_04 14_05,tuple_edge_1041 tuple_edge_1203 tuple_edge_920,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_edge_limit_phase_scan_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0059,roles=04_09 09_11 :: tuples=tuple_edge_2424 tuple_edge_920,2,A=4 AND B=9 AND C=11 | A=4 AND C=11,4,4,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",2,2,8,04_09 09_11,tuple_edge_2424 tuple_edge_920,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_slot12_composite_triangle_anatomy_001_transition_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0060,roles=04_09 09_12 :: tuples=tuple_edge_2425 tuple_edge_920,2,A=4 AND B=9 AND C=12 | A=4 AND C=12,4,4,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",2,2,8,04_09 09_12,tuple_edge_2425 tuple_edge_920,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0061,roles=04_09 :: tuples=tuple_edge_920,2,A=4 AND B=9 AND E=14 | A=4 AND B=9,2,8,"{""medium_bucket"": 1, ""razor_small"": 1}","{""blocked_as_razor_small_until_proven"": 1, ""blocked_by_null_or_marginal_stress"": 1}",1,1,8,04_09,tuple_edge_920,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,false,repeated_construction_memory_no_law
F0062,roles=06_12 06_13 11_12 :: tuples=tuple_edge_1472 tuple_edge_1475 tuple_edge_2945,2,B=11 AND C=12 AND D=6 | B=11 AND D=6,2,2,"{""razor_small"": 2}","{""blocked_as_razor_small_until_proven"": 2}",3,3,8,06_12 06_13 11_12,tuple_edge_1472 tuple_edge_1475 tuple_edge_2945,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0063,roles=06_12 06_13 :: tuples=tuple_edge_1472 tuple_edge_1475,2,C=12 AND D=6 | D=6,3,3,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",2,2,8,06_12 06_13,tuple_edge_1472 tuple_edge_1475,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0064,roles=06_12 12_09 :: tuples=tuple_edge_1472 tuple_edge_2309 tuple_edge_612,2,A=6 AND B=12 AND C=9 | A=6 AND C=9,2,2,"{""razor_small"": 2}","{""blocked_as_razor_small_until_proven"": 2}",2,3,8,06_12 12_09,tuple_edge_1472 tuple_edge_2309 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0065,roles=06_12 12_11 :: tuples=tuple_edge_1472 tuple_edge_2844,2,A=6 AND B=12 AND C=11 | A=6 AND C=11,4,4,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",2,2,8,06_12 12_11,tuple_edge_1472 tuple_edge_2844,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0066,roles=06_12 :: tuples=tuple_edge_1472,2,A=6 | A=6 AND B=12,6,6,"{""medium_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",1,1,8,06_12,tuple_edge_1472,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0067,roles=07_11 11_09 :: tuples=tuple_edge_1759 tuple_edge_2308 tuple_edge_612,2,A=7 AND B=11 AND C=9 | A=7 AND C=9,2,2,"{""razor_small"": 2}","{""blocked_as_razor_small_until_proven"": 2}",2,3,8,07_11 11_09,tuple_edge_1759 tuple_edge_2308 tuple_edge_612,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv,false,repeated_construction_memory_no_law
F0068,roles=07_11 11_12 :: tuples=tuple_edge_1759 tuple_edge_2945,2,A=7 AND B=11 AND C=12 | A=7 AND C=12,4,4,"{""small_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",2,2,8,07_11 11_12,tuple_edge_1759 tuple_edge_2945,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv,false,repeated_construction_memory_no_law
F0069,roles=07_11 :: tuples=tuple_edge_1759,2,A=7 | A=7 AND B=11,6,6,"{""medium_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",1,1,8,07_11,tuple_edge_1759,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv,false,repeated_construction_memory_no_law
F0070,roles=09_03 09_04 :: tuples=none,2,A=14 AND D=9 | D=9,2,4,"{""razor_small"": 1, ""small_bucket"": 1}","{""blocked_as_razor_small_until_proven"": 1, ""blocked_by_null_or_marginal_stress"": 1}",2,0,8,09_03 09_04,,labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_closest_candidates.v1.csv,false,repeated_construction_memory_no_law
F0071,roles=09_11 10_11 10_14 :: tuples=tuple_edge_2424 tuple_edge_2584 tuple_edge_2587,2,B=9 AND C=11 AND E=14 | B=9 AND D=10 AND E=14,2,2,"{""razor_small"": 2}","{""blocked_as_razor_small_until_proven"": 2}",3,3,8,09_11 10_11 10_14,tuple_edge_2424 tuple_edge_2584 tuple_edge_2587,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_slot12_composite_triangle_anatomy_001_transition_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0072,roles=09_11 10_11 :: tuples=tuple_edge_2424 tuple_edge_2584,2,B=9 AND C=11 AND D=10 | B=9 AND D=10,6,6,"{""medium_bucket"": 2}","{""blocked_by_null_or_marginal_stress"": 2}",2,2,8,09_11 10_11,tuple_edge_2424 tuple_edge_2584,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_slot12_composite_triangle_anatomy_001_transition_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv | labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,false,repeated_construction_memory_no_law
F0073,roles=09_12 13_06 13_12 :: tuples=tuple_edge_1475 tuple_edge_2425 tuple_edge_3070,2,B=9 AND C=12 AND E=6 | B=9 AND E=6,2,2,"{""razor_small"": 2}","{""blocked_as_razor_small_until_proven"": 2}",3,3,8,09_12 13_06 13_12,tuple_edge_1475 tuple_edge_2425 tuple_edge_3070,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
F0074,roles=09_12 13_08 13_12 :: tuples=tuple_edge_2040 tuple_edge_2425 tuple_edge_3070,2,B=9 AND C=12 AND E=8 | B=9 AND E=8,2,2,"{""razor_small"": 2}","{""blocked_as_razor_small_until_proven"": 2}",3,3,8,09_12 13_08 13_12,tuple_edge_2040 tuple_edge_2425 tuple_edge_3070,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_package_support_audit_001_steps.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_phase_support_classification_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_full60_transition_package_anatomy_001_packages.v1.csv | labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_return_cell_bounded_information_transport_admission_007_history.v1.csv,false,repeated_construction_memory_no_law
